Title,Fuel,Price,Engine,Location,Transmission,Range,Description
daihatsu sigra (2018),Bensin,Rp 101.000.000,>1.000 - 1.500 cc,"Cilandak, Jakarta Selatan",Manual,95.000-100.000 Km,"Deskripsi ""Daihatsu Sigra 1.2 . Khusus Harga Kredit : Rp 101,000,000 Khusus Harga Cash : Rp 111,000,000 TDP : Rp Call Me for Info Angsuran 4 tahun : Rp Call Me for Info Angsuran 5 tahun : Rp Call Me for Info . Nikmati Promo di OLXmobbi - Jual - Beli - Tukar Tambah Tenor panjang cicilan pasti ringan dan dapatkan saldo digital hingga 1.500.000! Dapatkan juga TDP terendah dan Promo Trade In Suka-Suka (Terima Mobil merek dan Tahun Apapun Tanpa Syarat) *S&K berlaku . Keunggulan Unit : - Astra Certified - Bebas Tabrak - Bebas Banjir - Kilometer Tidak Putaran . Berikut Spesifikasi : - Dokumen Lengkap a/n : Perorangan - Odometer : 110,757 km - Transmisi : AT - Pajak : 01-Mar-2025 - Plat : Ganjil/Genap - KN : CFIWB . Mohon lakukan pembayaran melalui no rekening berikut untuk booking fee / pelunasan: 120/00/0757779/9 An. SERASI MITRA MOBIL TDP promo hanya berlaku jika: - BI checking Bersih (tidak pernah ada keterlambatan pembayaran) - Rumah Milik Pribadi - Pemasukan/Gaji = 3x Angsuran * Bisa dibantu Rumah Kontrak dan BI checking bermasalah dengan TDP 30%* (S&K Berlaku) . Mengapa Anda harus membeli mobil di OLXmobbi? - Garansi Mesin hingga 1 tahun - Gratis Biaya Jasa Perawatan - 7 Hari Jaminan Uang Kembali - Test Drive dari Rumah - Ada 2.000+ pilihan mobil bekas berkualitas, lulus inspeksi dan tersertifikasi . Aprilia Diah Permatasari - Sales Executive Ahlinya Mobil Bekas Berkualitas Mobil Lulus Inspeksi dan Bergaransi"""
mitsubishi lain-lain (2025),Bensin,Rp 465.000.000,>1.000 - 1.500 cc,"Kebayoran Lama, Jakarta Selatan",Automatic,0 Km,"Deskripsi Iklan Mobil Baru dengan badge ""Mobil Baru"" OLX telah diverifikasi oleh OLX Indonesia. DESTINATOR ULTIMATE 2025 DP 63 Juta Angsuran 9,322,000 x5th Dp 63 juta Angsuran 8,572,000 x6th Proses cepat gak pakai ribet Tersedia paket lainnya Bunga 0% tenor S/d 2th Leasing Syariah Bonus menarik lainnya: Voucher nano coating 1jt Voucher e-money 500rb Talang air Karpet dasar dll.. Yuk proses sekarang juga Miliki Mobil Impian Anda Terima tukar tambah All Brand dengan harga terbaik"
land rover range rover sport (2015),Bensin,Rp 449.000.000,>1.500 - 2.000 cc,"Cilandak, Jakarta Selatan",Automatic,25.000-30.000 Km,"Deskripsi Range Rover Discovery Sport HSE Si4 2015 / 2016 NIK 2015 Faktur 2016 Pajak 08 2026 Odo 30rb Miles 2000cc Turbocharged HSE Si4 Full Option Panoramic Roof Bonus: Premium Detailing interior exterior dan mesin. Free fogging interior anti virus n bacterial. Garansi mesin dan transmisi by Otospector. Bebas Tabrakan bebas banjir inspeksi by Otospector. Specs: 2000cc inline-4 Turbocharged AWD Drivetrain Automatic Transmission Brake Assist Central Locking Remote Control Dynamic Stability Control Electronic Brake Force Distribution Engine Immobiliser Memory Seats Traction Control System with Various Modes (Gravel, Sand, Snow, Asphalt) Panoramic Roof KHUSUS Paket Kredit DP Rendah: OTR 449 TDP 65 Angsuran 12,788,000 x59 Angsuran 12,053,000 x71 Asuransi Kombinasi KHUSUS Paket Kredit 4th CIMB Niaga Auto Finance: OTR 505 TDP 165 Angsuran 12,161,000 x47 Angsuran 10,730,000 x59 Angsuran 10,113,000 x71 Asuransi kombinasi 2th Garansi Mesin&Transmisi 1th* Promo Special: 1. *PROMO BUNGA 0%* 2. *PROMO TDP RENDAH* Cash 535 Lokasi: Garasi Bloko"
toyota fortuner (2013),Bensin,Rp 183.000.000,>2.000 - 3.000 cc,"Cilandak, Jakarta Selatan",Automatic,90.000-95.000 Km,"Deskripsi Yang Anda dapatkan jika membeli di BJM Autocars : * Hanya menjual Mobil Bekas Berkualitas Terbaik & Siap Pakai * Harga kredit kami adalah Harga Real dan bisa dibuktikan perinciannya  ( Bukan Harga Fiktif ) * Telah Lulus Inspeksi ratusan titik * Garansi Mesin dan Transmisi ( S&K Berlaku ) * Kilometer Asli / Tidak Putaran * Mobil Bebas dari Tabrakan Berat & Banjir * Bersedia General Check Up * Selalu mengutamakan Kepuasan Pembeli * Jujur, Amanah & Terpercaya * Berpengalaman di bidang mobil bekas lebih dari 15 tahun KM Low Toyota Fortuner G Lux Bensin 2013 ** Harga Cash Rp. 200,000,000 ** Harga Kredit : Rp. 183,000,000 TDP Rp. 18,000,000 Angsuran : Rp. 6,976,000 x 35 Angsuran : Rp. 5,822,000 x 47 Angsuran : Rp. 5,148,000 x 59 Asuransi TLO ( Perhitungan Simulasi Kredit sewaktu2 dapat berubah, sesuai dengan ketentuan yang berlaku ) Spesifikasi Kendaraan : - NIK 2013 - Warna Putih - Transmisi Automatic - Low KM 96rban ( 12 tahun pemakaian & terawat ) - Interior Original Leather - Black Panel Wood Mewah - SRS Airbag, AC Digital - Double Blower disetiap kursinya - Jok 3 baris ( 7 Seater ) - Headunit Android - Steering Audio Control - Electric Mirror, Spion Sein & Retractable - Foglamp, Rear Wiper & Spoiler - Original Roof Rail - Velg Racing, Ban2 Masih Ok - Mesin 2.7 Liter VVTi Bensin (Powerfull) - Pajak Agustus 2025 - Registrasi Plat B ( GENAP ) - Istimewa Rawatan !! BJM Auto Gallery Bursa Mobil Poins Square Mall Parkiran Basement B3 Lebak Bulus - Jakarta Selatan ( Dekat Stasiun MRT Lebak Bulus )"
mitsubishi triton (2021),Diesel,Rp 299.000.000,>2.000 - 3.000 cc,"Cilandak, Jakarta Selatan",Manual,90.000-95.000 Km,Deskripsi Mitsubishi Triton 2021 tipe GLS Double cabin manual 4x4 Asli plat B jakarta pajak on Mulus terawat Cash or kredit
chery omoda 5 (2023),Bensin,Rp 250.000.000,>1.000 - 1.500 cc,"Pesanggrahan, Jakarta Selatan",Automatic,0-5.000 Km,"Deskripsi MOHON DI BACA DENGAN TELITI Dijual Chery Omoda 5 RZ 2023 Sangat Terawat, Pajak panjang, Body Mulus dijamin bukan bekas tabrak dan bekas banjir Bersih nyaman tinggal pakai Keunggulan Unit : - Kilometer : 7 ribu Service record - Pajak panjang 01.26 - Nopol : B genap - Nama : Pribadi - Ban masih sangat tebal - Kaki kaki masih empuk dan senyap - Body mulus - Mesin dan matic aman, tidak ada rembes, mesin masih sangat bagus - Dipersilahkan membawa mekanik sendiri atau cek bengkel resmi - fitur canggih futuristik *Garansi 100% uang kembali, apabila mobil yang kami jual bekas tabrak dan bekas banjir *Setiap kendaraan yang kami jual telah melalui proses inspeksi lebih dari 200 titik oleh Otospector untuk memastikan kendaraan bebas tabrak dan bebas banjir Pembelian mobil di GetrichAuto mendapatkan keuntungan sbb : 1. Garansi mesin dan transmisi 2. Free nano coating 3x dalam 1 tahun 3. Mobil bersih dan nyaman siap pakai 4. Antar mobil sesuai kesepakatan khusus JABODETABEK 5. Kunci serep dan buku service lengkap - Harga Cash chat admin - Harga Paket Credit Cimb niaga TDP 71 juta Angsuran Rp 5.467.000 / 59 - Paket DP Minim TDP 10 juta Angsuran Rp 6.888.000 / 59 - TDP dan Angsuran bisa disesuaikan dengan hitungan leasing yang terbaik - Proses leasing mudah dan cepat - Hubungi admin untuk detail nya SILAHKAN DATANG KE SHOWROOM KAMI UNTUK CEK UNIT, TEST DRIVE SEPUASA NYA, DAN PENAWARAN MENARIK LAIN NYA LOKASI Bursa Mobil MGK Kemayoran Lantai 3 blok S-68 Nama Showroom : GetrichAuto FAST RESPON : CALL / WA Best regards, Mario"
mini cooper countryman (2023),Bensin,Rp 765.000.000,>1.500 - 2.000 cc,"Kebayoran Lama, Jakarta Selatan",Otomatis,10000 Km,Deskripsi Merek mobil: Mini Tahun pembuatan: 2023 Model mobil: Cooper Countryman Varian mobil: 1.5 Bensin-AT Jenis bahan bakar mobil: Bensin Jarak tempuh mobil: 10000 Warna mobil: Hijau Transmisi mobil: Otomatis Tipe penjual: Individual
honda civic hatchback (2019),Bensin,Rp 333.000.000,>1.000 - 1.500 cc,"Pesanggrahan, Jakarta Selatan",Automatic,60.000-65.000 Km,"Deskripsi Honda Civic E 1.5 CVT Hatchback 2019 Service Record Honda | Platinum White Pearl Kilometer 62,000 | Plat B nopol Ganjil Pajak hidup sd Januari 2026 Spec : Smart Keyless Entry, Engine Start Stop Button Multifunction Steering with Paddle Shift Leather Steering Wheel, Electric Seat Leather Seat, Rear Parking Camera Electric Parking Brake with AutoHOLD 17” Original Honda Civic E Wheels,  ECON Mode Engine : 1.5L VTEC Turbo Petrol Engine (205Hp/260Nm) CVT Automatic Transmission with Manual Mode Harga khusus Paket Kredit 333,000,000,- CIMB Niaga Finance - Asuransi Allrisk 1thn Tdp 37 Juta, Cicilan 8,036,000 - 6 tahun Tdp 47 Juta, Cicilan 8,544,000 - 5 tahun BCA Finance - Asuransi full Tlo Tdp 60 Juta, Cicilan 7,754,600 - 5 tahun Tdp 60 Juta, Cicilan 8,947,700 - 4 tahun Pengajuan kredit diluar paket berlaku otr Cash Harga Cash hubungi dian Garansi Mesin dan Transmisi 1 Tahun Lulus Inspeksi Bebas Bekas Tabrak & Banjir by Otospector Cek Unit : Morten Auto Blok B6 - B8 Bursa Mobil Summarecon , Gading Serpong (Harap Janjian terlebih dahulu jika ingin cek unit)"
toyota kijang innova (2020),inspection.188.field.option.petrol,Rp 240.000.000,1998 cc,"Cilandak, Jakarta Selatan",inspection.188.field.option.automatic,81720 Km,"Deskripsi Dijual Toyota Kijang Innova Reborn Type G 2.0 ( 2000 cc ) Tahun : 2020 Transmisi : AT ( Matic ) Bahan Bakar : Bensin Warna : Putih Dokumen : Lengkap Kilometer : 81 ribuan Kunci Mobil : Lengkap Pemilik : Perorangan ( bukan atas nama perusahaan ) Pemakaian : Seminggu 2 atau 3 kali untuk ngantor sesuai ganjil genap Plat : Genap ( B Tangerang ) Pajak : Aktif ( Pajak Kaleng - STNK sampai bulan November 2025 ) Kondisi Cat : Original mulus, pemakaian normal ( belum pernah di cat ulang ) Kondisi kendaraan : Belum pernah sama sekali nabrak atau tabrakan Kondisi Ban : depan baru ganti 2 bulan lalu, belakang ganti 1 tahun lalu ( ban cadangan ada ) Velg : HSR Hitam ukuran 18 ( Velg bawaan sudah tidak ada ) Kamera Parkir Belakang : ada Audio : Mantap bawaan Alarm : Berfungsi dengan sangat baik AC : Double dan ciri khas Toyota, sangat dingin Riwayat Service : Selalu Rutin di bengkel resmi Toyota Tunas Cinere ( Silahkan di cek langsung ke bengkelnya ) Rem : baru ganti awal tahun ini aksesoris : tambahan garnis lampu, handle pintu, grill depan dan belakang pokoknya ada kesan putih tapi gagah selebihnya bisa dicek sendiri langsung, harga masih nego, Cash tidak bisa dicicil"
honda brio (2021),Bensin,Rp 140.000.000,>1.000 - 1.500 cc,"Cilandak, Jakarta Selatan",Automatic,55.000-60.000 Km,Deskripsi Dijual brio E cvt 2021 Pajak 5-2026 KM 60.xxx Fullset Harga nego tipis
ford everest (2024),Diesel,Rp 797.000.000,>2.000 - 3.000 cc,"Pesanggrahan, Jakarta Selatan",Automatic,5.000-10.000 Km,"Deskripsi FOR SALE Ford Everest Titanium 2.0 Turbo AWD 4x4 Facelift Diesel AT Absolute Black NIK 2024, PAJAK BULAN 7 (2026), ODOMETER VERY LOW 6RB KM! GRES LIKE NEW - BELI MOBIL BEKAS TANPA KHAWATIR CUMA DI BELANJAMOBIL! Kami Berikan Garansi Langsung 1 Tahun GRATIS! Jaminan Garansi Meliputi : 1. Mesin 2. Transmisi 3. AC 4. Kaki-kaki 5. Sistem Pengereman 6. Layanan ERA (Emergency Road Asistance, Towing darurat) Bonus! Free Detailing (pembersihan) 2x (1 tahun) -UNIT 100% BEBAS TABRAK DAN BEBAS BANJIR (garansi uang kembali) -Dokumen ABSAH Focus Motor / Belanja Mobil sudah hadir di Indonesia sejak 25 tahun. Prioritas kami adalah menjaga kepuasan customer dan berkomitmen untuk menghadirkan mobil bekas terbaik untuk konsumen. - OTR KREDIT 797JT OTR CASH BY CALL DP Minim TDP 156,901,797 Angs 20,240,000 x47 TDP 123,611,505 Angs 18,934,000 x59 Bunga Premium Tdp 179jt Angs 20,834,500 x47 tlo Tdp 168jt Angs 18,083,500 x59 tlo UNTUK REQUEST DP & SIMULASI KREDIT LAIN SILAKAN HUBUNGI KAMI Harga kredit tertera adalah harga minimal kredit dengan tenor 4 & 5 tahun, diluar itu mengikuti harga Cash (karena kami mensubsidi refund bunga kepada anda) - Spesifikasi : * Tangan Pertama Dari Baru, Pribadi * panoramic Sunroof * Engine 2.0 cc Bi-Turbo Diesel 210 PS (500 Nm) * 10-Speed E-Shifter Automatic * Drive Mode : Normal, Eco, Tow/Haul, Slippery, Mud/Ruts and Sand * Adaptive Cruise Control, Pre-Collision Assist With Intersection * Ambience Light * AC Digital Climate Control Dual Zone With Blower * MID Digital Cluster * 12 Inch Infotainment System With Apple Carplay & Android Auto * Electric Leather Seat * C-Clamp Headlamps With DRL * LED Tail Light * SRS Airbags, ABS, EBD, BA, VSC, COMPLETE SAFETY CAR * 360 Surround Parking Camera, Parking Censor * Power Back Door * Kaca Film Vkool * Buku Manual, Buku Service, Kunci Cadangan Tersedia LOKASI : Bursa Otomotif Mangga Dua Square, Focus Motor, Jakarta Utara. (SJL) (D)"
bentley flying spur (2014),Bensin,Rp 2.100.000.000,>3.000 cc,"Cilandak, Jakarta Selatan",Automatic,10.000-15.000 Km,"Deskripsi Bentley Flying Spur 6.0 W12 AT NIK 2014 Black on Brown 12rb KM Tax : 06/26 - Keyless Entry - Vacuum Door - Steering Switch Control - Air Suspension - Electric Seat - Rear Seat Entertainment - Sunroof - Full Leather Interior Bonus Setiap Pembelian Unit di Amin Motorsport - Free bensin full tank - Free Detailing (Interior,Exterior,Kaca) by Vrost - Coating 3 Layer by Vrost - Free Towing Jabodetabek Alamat Showroom : - Distrik Otomotif Pik 2 Blok H 16-17 - Pusat Otomotif Indonesia Pik 2 Blok D no 1 Harga Kredit : 2.100 Harga Cash : 2.350"
toyota alphard (2013),Bensin,Rp 195.000.000,>2.000 - 3.000 cc,"Cilandak, Jakarta Selatan",Automatic,175.000-180.000 Km,"Deskripsi Toyota Alphard 2.4 G ATPM 2012 Nik 2012 Pemakaian 2013 Black on Beige Odo : 180.000 km (Full service record toyota) Tax : 09/25 Keyless / Start Stop Engine Sunroof Pilot Seat Leather Seat With Memory Seat Electric Sliding Door Reverse Camera Plat B Bonus Setiap Pembelian Unit di Amin Motorsport - Free bensin full tank - Free Detailing (Interior,Exterior,Kaca) - Garansi Mesin,Transmisi,Elektrikal, 1 Tahun - Free Towing Jabodetabek Distrik Otomotif PIK 2 Amin Motorsport Blok H16-17 OTR Kredit : 195jt OTR Cash : 225jt"
mitsubishi xpander (2023),Bensin,Rp 250.000.000,>1.000 - 1.500 cc,"Cilandak, Jakarta Selatan",Automatic,20.000-25.000 Km,"Deskripsi ( Jual Mobil Berkualitas Dengan Harga Terbaik ) Mitsubishi Xpander Cross Premium Package AT Tangan Pertama Dari Baru Warna Hitam NIK 2023 KM 20.000an Asli ( Service Record Mitsubishi ) Pajak Panjang 05 - 2026 • Keyless Entry, Start/Stop Engine • Audio Touchscreen, Camera 360 • Speedometer Digital, Leather Seat • Mobil Sangat Terawat • Body Original, Interior Bersih • Dijamin Bebas Tabrak / Banjir • Kondisi Istimewa Siap Pakai Harga Khusus Kredit  Rp. 250,000,000 ( Paket Kredit Termurah ) PAKET DP RENDAH DP           :   40,000,000 Cicilan   :      6,739,680 x47 Cicilan   :      5,783,158 x59 PAKET CICILAN RENDAH DP          :   75,000,000 Cicilan  :      5,680,265 x47 Cicilan  :      4,874,100 x59 Harga Cash ( Telpon / Whatsapp ) • Terima Tukar Tambah • Simulasi Kredit Lain nya Bisa Via Chat • Data Kredit Akan Dibantu Sampai Approve • Khusus Kredit Garansi Mesin & Transmisi 2 Tahun Wijaya Mobilindo WTC Mangga Dua Lantai 7 Blok C21 & F21 Ancol - Jakarta Utara ( Buka Setiap Hari 10.00 - 17.30 )"
land rover range rover sport (2018),Bensin,Rp 1.325.000.000,>2.000 - 3.000 cc,"Cilandak, Jakarta Selatan",Automatic,10.000-15.000 Km,"Deskripsi Range Rover Sport Autobiography 3.0 2018 Black on Mocca Odo 15rb Miles NIK 2017 3TV 5 Camera All View, MERIDIAN Sound System, Reclining Seats, USB Bluetooth AUX Plug in, 4 Zone Climate Control, Panoramic Perfect Condition Harga Kredit : 1.325 Harga Cash : 1.400 Amin Motorsport PIK Distrik Otomotif PIK 2 Blok H16-17"
bmw m5 (2013),Bensin,Rp 1.200.000.000,>3.000 cc,"Cilandak, Jakarta Selatan",Automatic,10.000-15.000 Km,"Deskripsi BMW M5 LCI 2013 F10 4.4L V8 Twin Power Turbo 7S M-DCT 700+Hp/680Nm Top Speed : 330 Km/h 0-100 : 3.0s White on Red Odo 12rb Mls Service Record BMW Pajak 05/26 Adaptive M Suspension BMW iDrive 6 Multimedia System Harman Kardon Premium Sound System Sunroof 20” HRE P101 Ban Michelin PS4S 2025 Mods : - Eurocharged Stage 2 Remap - Armaspeed Carbon mirror - Armaspeed Carbon Front lips - Armaspeed Carbon diffuser - Armaspeed Carbon Side Skirt - Armaspeed Carbon Ducktail - Armaspeed Carbon Bonnet - Eurocharged stage 2 ReMap - Burger Motorsports intercooler - Burger Motorsports Charge pipe - Gruppe M Carbon Intake - AMS Downpipe - Eisenmenn Race Exhaust Bonus Setiap Pembelian Unit di Amin Motorsport - Free Bensin Full Tank - Free Detailing (Interior,Exterior,Kaca) - Garansi Mesin,Transmisi,Elektrikal, 1 Tahun - Free Towing Jabodetabek Distrik Otomotif PIK 2 Blok H16-17, Amin Motorsport Harga Credit : 1.2 M Harga Cash : 1.3 M"
suzuki karimun wagon r (2017),Bensin,Rp 88.000.000,>1.000 - 1.500 cc,"Grogol Petamburan, Jakarta Barat",Manual,120.000-125.000 Km,"Deskripsi ""1425412 . Suzuki Karimun Wagon R 1.0 GS Bensin-MT 2017 Abu-Abu . Harga Credit : Rp88,000,000 Harga Cash : Rp97,000,000 . TDP : Rp5,000,000 . Angsuran 4th : Rp3,220,000 Angsuran 5th : Rp2,760,000 Angsuran 6th : ok,,ok . Beli Mobil Terus Untung!! Beli mobil dan dapatkan bonus saldo digital hingga Rp1.500.000! *S&K berlaku"""" . Spesifikasi Kendaraan: - Warna Abu-Abu - STNK dan BPKB asli & sesuai atas nama - Pajak Maret 2025 - Plat Ganjil - Odometer 124,938 Km . Mengapa Anda harus membeli mobil di OLXmobbi? 1. Mobil Bergaransi*, Garansi mesin dan transmisi hingga 1 tahun 2. Gratis Biaya Jasa Perawatan, Gratis biaya jasa perawatan hingga 30.000 KM/18 bulan 3. Jaminan Uang Kembali*, Nikmati 7 hari jaminan uang kembali 4. Mobil Bekas Berkualitas, Mobil lulus inspeksi dan tersertifikasi 5. Test Drive dari Rumah, Nikmati nyamannya test drive dari rumah 6. Banyaknya Pilihan Mobil Bekas Berkualitas, Ada 2.000+ pilihan mobil bekas di OLXmobbi *S&K berlaku . Pembayaran Booking Fee / Pelunasan hanya melalui no rekening BCA 2061/888/995 A/N PT Serasi Mitra Mobil . Promo OLXmobbi Roxy: - TDP terendah - Promo Trade In Suka- Suka (Terima Mobil merek dan Tahun Apapun Tanpa Syarat) . TDP promo hanya Berlaku: - BI checking Bersih (tidak pernah ada keterlembatan pembayaran di Bank/leasing) - Rumah Milik Sendiri/Keluarga. - Pemasukan 3x Angsuran. * Bisa di bantu Rumah Kontrak dan BI checking bermasalah dengan DP 30%* *Syarat dan ketentuan berlaku . Kunjungi Kami di : OLXmobbi Roxy Square Lantai P6, Jl. Kyai Tapa No.1, RT.10/RW.10, Tomang, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11440 . Sales Executive OLX Autos Pusatnya Mobil Bekas Berkualitas """
toyota voxy (2018),Bensin,Rp 278.000.000,>1.500 - 2.000 cc,"Cilandak, Jakarta Selatan",Automatic,75.000-80.000 Km,"Deskripsi ""Toyota Voxy 2.0 Bensin-AT 2018 . Khusus Harga Kredit : Rp 278,000,000 Khusus Harga Cash : Rp 293,000,000 TDP : Hubungi Kami Angsuran 4 tahun : Hubungi Kami Angsuran 5 tahun : Hubungi Kami . Nikmati Promo di OLXmobbi - Jual - Beli - Tukar Tambah Tenor panjang cicilan pasti ringan dan dapatkan saldo digital hingga 1.500.000! Dapatkan juga TDP terendah dan Promo Trade In Suka-Suka (Terima Mobil merek dan Tahun Apapun Tanpa Syarat) *S&K berlaku . Keunggulan Unit : - Astra Certified - Bebas Tabrak - Bebas Banjir - Kilometer Tidak Putaran . Berikut Spesifikasi : - Dokumen Lengkap a/n : Perorangan - Odometer : 78,948 km - Transmisi : AT - Pajak : 01-Sep-2025 - Plat : Ganjil - KN : ARF . Mohon lakukan pembayaran melalui no rekening berikut untuk booking fee / pelunasan: 120/00/0757779/9 An. SERASI MITRA MOBIL TDP promo hanya berlaku jika: - BI checking Bersih (tidak pernah ada keterlambatan pembayaran) - Rumah Milik Pribadi - Pemasukan/Gaji = 3x Angsuran * Bisa dibantu Rumah Kontrak dan BI checking bermasalah dengan TDP 30%* (S&K Berlaku) . Mengapa Anda harus membeli mobil di OLXmobbi? - Garansi Mesin hingga 1 tahun - Gratis Biaya Jasa Perawatan - 7 Hari Jaminan Uang Kembali - Test Drive dari Rumah - Ada 2.000+ pilihan mobil bekas berkualitas, lulus inspeksi dan tersertifikasi . Ahmad Zuhair - Sales Executive Ahlinya Mobil Bekas Berkualitas Mobil Lulus Inspeksi dan Bergaransi"""
nissan livina (2020),Bensin,Rp 183.000.000,>1.000 - 1.500 cc,"Cilandak, Jakarta Selatan",Automatic,60.000-65.000 Km,"Deskripsi ""Nissan Livina 1.5 New VL Bensin-AT 2020 . Khusus Harga Kredit : Rp 183,000,000 Khusus Harga Cash : Rp 193,000,000 TDP : Hubungi Kami Angsuran 4 tahun : Hubungi Kami Angsuran 5 tahun : Hubungi Kami . Nikmati Promo di OLXmobbi - Jual - Beli - Tukar Tambah Tenor panjang cicilan pasti ringan dan dapatkan saldo digital hingga 1.500.000! Dapatkan juga TDP terendah dan Promo Trade In Suka-Suka (Terima Mobil merek dan Tahun Apapun Tanpa Syarat) *S&K berlaku . Keunggulan Unit : - Astra Certified - Bebas Tabrak - Bebas Banjir - Kilometer Tidak Putaran . Berikut Spesifikasi : - Dokumen Lengkap a/n : Perorangan - Odometer : 63,518 km - Transmisi : AT - Pajak : 01-May-2026 - Plat : Genap - KN : EZB . Mohon lakukan pembayaran melalui no rekening berikut untuk booking fee / pelunasan: 120/00/0757779/9 An. SERASI MITRA MOBIL TDP promo hanya berlaku jika: - BI checking Bersih (tidak pernah ada keterlambatan pembayaran) - Rumah Milik Pribadi - Pemasukan/Gaji = 3x Angsuran * Bisa dibantu Rumah Kontrak dan BI checking bermasalah dengan TDP 30%* (S&K Berlaku) . Mengapa Anda harus membeli mobil di OLXmobbi? - Garansi Mesin hingga 1 tahun - Gratis Biaya Jasa Perawatan - 7 Hari Jaminan Uang Kembali - Test Drive dari Rumah - Ada 2.000+ pilihan mobil bekas berkualitas, lulus inspeksi dan tersertifikasi . Ahmad Zuhair - Sales Executive Ahlinya Mobil Bekas Berkualitas Mobil Lulus Inspeksi dan Bergaransi"""
